City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,taungdwingyi,20.0167,95.55,32.58,46,5,4.67,MM,1683683134
363,pecos,31.4229,-103.4932,32.46,14,0,4.12,US,1683683134
364,huarmey,-10.0681,-78.1522,23.01,83,18,4.44,PE,1683683135
365,akureyri,65.6835,-18.0878,4.96,93,100,3.09,IS,1683683135
366,tolanaro,-25.0319,46.9987,22.04,94,20,3.09,MG,1683683135
367,port saint john's,-31.6229,29.5448,16.97,87,1,2.28,ZA,1683683135
368,rongelap,11.1635,166.8941,27.28,83,83,7.59,MH,1683683135
369,neftcala,39.3742,49.2472,15.72,76,100,2.31,AZ,1683683136
370,aden,12.7794,45.0367,29.14,57,95,4.08,YE,1683683136
371,dickinson,29.4608,-95.0513,24.05,86,20,2.57,US,1683683136
372,campoverde,-8.4753,-74.8058,24.83,93,100,0.78,PE,1683683136
373,mangrol,21.1167,70.1167,28.68,68,20,4.85,IN,1683683136
374,ulanhot,46.0833,122.0833,15.88,15,0,2.91,CN,1683683136
375,tipitapa,12.1973,-86.0971,31.01,58,40,3.09,NI,1683683137
376,malango,-2.9627,119.9001,27.5,64,44,1.18,ID,1683682845
377,visakhapatnam,17.69,83.2093,29.94,94,20,1.03,IN,1683682877
378,seven pagodas,12.6264,80.1722,30.03,76,100,1.42,IN,1683683137
379,queenstown,-31.8976,26.8753,8.31,68,0,0.88,ZA,1683683137
380,homer,59.6425,-151.5483,8.93,59,40,7.72,US,1683682980
381,yeppoon,-23.1333,150.7333,21.88,52,0,4.69,AU,1683682933
382,buenaventura,3.8801,-77.0312,25.71,93,100,1.4,CO,1683683003
383,lethem,3.3803,-59.7968,25.9,80,100,5.12,GY,1683683138
384,berdigestyakh,62.0989,126.6992,6.42,92,53,5.14,RU,1683682841
385,visby,57.6409,18.296,8.23,65,61,4.63,SE,1683683138
386,hasaki,35.7333,140.8333,22.38,61,3,5.0,JP,1683683138
387,kavieng,-2.5744,150.7967,29.67,69,93,0.98,PG,1683683139
388,tavda,58.0425,65.2726,5.92,37,0,3.5,RU,1683683139
389,auki,-8.7676,160.7034,30.53,64,27,1.35,SB,1683683126
390,elliot lake,46.3834,-82.6331,8.43,77,0,2.24,CA,1683683139
391,salumbar,24.1333,74.05,31.2,13,0,2.54,IN,1683683139
392,grahamstown,-33.3042,26.5328,11.44,84,3,2.04,ZA,1683683140
393,kununurra,-15.7667,128.7333,23.99,23,100,5.66,AU,1683683140
394,belle plaine,44.6227,-93.7686,18.54,83,100,2.98,US,1683683140
395,juan griego,11.0817,-63.9655,20.07,100,76,7.72,VE,1683683140
396,narvik,68.4384,17.4272,6.26,76,96,2.82,NO,1683683141
397,dvurechensk,56.5982,61.0953,1.21,44,51,1.73,RU,1683683141
398,union gap,46.5574,-120.4751,19.96,47,100,3.58,US,1683683141
399,mathba,22.2855,89.9629,32.77,51,5,3.88,BD,1683683141
400,taoudenni,22.6783,-3.9836,31.39,13,100,4.0,ML,1683683141
401,tvoroyri,61.5556,-6.8111,8.63,92,69,4.04,FO,1683682853
402,petatlan,17.5167,-101.2667,29.89,74,0,1.53,MX,1683683142
403,hutchinson,38.0608,-97.9298,16.97,82,100,8.23,US,1683683008
404,ouadda,8.0777,22.4007,21.03,86,86,1.51,CF,1683683142
405,ganye,8.4333,12.0667,26.51,54,100,1.67,NG,1683683142
406,ha'il,27.5219,41.6907,21.01,30,1,1.03,SA,1683683057
407,pahrump,36.2083,-115.9839,24.03,11,100,3.13,US,1683683143
408,al jawf,29.5,38.75,20.3,32,1,2.6,SA,1683683143
409,fort st. john,56.2499,-120.8529,19.94,24,75,1.03,CA,1683683143
410,eureka,40.8021,-124.1637,15.11,76,0,3.58,US,1683683143
411,tulun,54.5611,100.5792,11.98,64,100,7.39,RU,1683683144
412,puerto plata,19.7934,-70.6884,28.95,74,20,0.0,DO,1683683144
413,cole harbour,44.6724,-63.4751,5.71,78,40,2.57,CA,1683683144
414,tangalle,6.024,80.7911,26.09,86,96,4.08,LK,1683683144
415,tura,25.5198,90.2201,29.46,42,1,3.09,IN,1683682580
416,shelton,41.3165,-73.0932,13.35,62,0,3.6,US,1683683144
417,aleksandrovsk-sakhalinskiy,50.8975,142.1561,3.45,75,100,4.12,RU,1683683145
418,guajara mirim,-10.7828,-65.3394,21.22,99,79,1.34,BR,1683683145
419,eyl,7.9803,49.8164,28.29,69,75,5.44,SO,1683683145
420,salinas,36.6777,-121.6555,18.45,73,75,7.72,US,1683682978
421,kondoa,-4.9,35.7833,14.38,94,78,1.66,TZ,1683683145
422,kargasok,59.0556,80.8572,4.06,38,2,3.19,RU,1683683145
423,kars,40.602,43.095,4.25,93,40,0.51,TR,1683683146
424,new norfolk,-42.7826,147.0587,13.73,57,91,1.79,AU,1683683146
425,urengoy,65.9667,78.3667,-0.16,99,100,2.75,RU,1683683146
426,libertad,8.9442,125.5019,31.11,60,7,0.37,PH,1683683146
427,alzamay,55.5562,98.6644,5.07,94,100,3.84,RU,1683683146
428,odda,60.0691,6.5457,10.43,97,100,2.99,NO,1683683013
429,santa cruz,-17.8,-63.1667,18.7,82,100,2.06,BO,1683682993
430,ulladulla,-35.35,150.4667,17.65,52,0,2.13,AU,1683683147
431,leninskoye,41.7589,69.3864,19.28,45,0,1.72,KZ,1683683147
432,aripuana,-9.1667,-60.6333,23.08,88,74,0.26,BR,1683682858
433,ust-nera,64.5667,143.2,2.54,47,100,4.4,RU,1683683147
434,olyokminsk,60.3736,120.4264,14.3,68,16,4.42,RU,1683683147
435,iskateley,67.6803,53.1512,-1.42,87,99,4.85,RU,1683682898
436,kruisfontein,-34.0033,24.7314,13.41,79,51,2.39,ZA,1683683148
437,okha,53.5739,142.9478,2.47,83,100,2.78,RU,1683682966
438,el reno,35.5323,-97.955,26.85,73,0,4.63,US,1683682965
439,vermillion,42.7794,-96.9292,23.09,74,0,4.88,US,1683683148
440,altamira,-3.2033,-52.2064,23.1,98,43,0.75,BR,1683683148
441,susuman,62.7833,148.1667,5.86,59,43,6.44,RU,1683683149
442,ende,-8.8432,121.6623,29.16,75,78,2.4,ID,1683683149
443,kzyltu,53.6364,72.3414,8.18,38,84,3.57,KZ,1683683149
444,sayan,-11.1361,-77.1933,22.22,79,3,0.81,PE,1683683149
445,mejit,10.2753,170.8646,27.51,82,99,7.48,MH,1683683149
446,salahonda,2.1019,-78.7217,28.01,82,100,3.1,CO,1683683150
447,mancio lima,-7.6142,-72.8958,21.42,97,99,0.98,BR,1683683150
448,kirovskiy,45.0917,133.5136,11.58,46,77,2.94,RU,1683683150
449,holualoa,19.6228,-155.9522,25.31,74,100,3.6,US,1683683150
450,kourou,5.1552,-52.6478,26.03,91,97,3.72,GF,1683683150
451,la ronge,55.1001,-105.2842,16.14,33,75,2.06,CA,1683683099
452,cockburn town,21.4612,-71.1419,26.56,84,0,7.38,TC,1683682983
453,krupki,54.3178,29.1358,3.05,78,64,1.39,BY,1683683151
454,kapuskasing,49.4169,-82.4331,15.05,47,100,1.54,CA,1683683004
455,hobyo,5.3505,48.5268,26.93,80,100,8.03,SO,1683683110
456,santa elena de uairen,4.6167,-61.1333,20.2,89,100,1.8,VE,1683683044
457,tralee,52.2704,-9.7026,10.62,92,100,6.94,IE,1683683151
458,qamdo,31.1667,97.2333,3.95,33,85,4.05,CN,1683683132
459,vorkuta,67.5,64.0,-3.83,96,100,0.42,RU,1683683152
460,yemva,62.59,50.8594,4.37,98,100,1.72,RU,1683683152
461,andalusia,31.3085,-86.4833,25.92,73,100,4.63,US,1683683152
462,le moule,16.3332,-61.3473,26.02,100,50,6.59,GP,1683683152
463,borogontsy,62.6683,131.1683,7.16,44,100,6.06,RU,1683683153
464,luderitz,-26.6481,15.1594,17.07,54,100,0.81,NA,1683683153
465,madimba,-10.4,40.3333,22.16,91,8,3.99,TZ,1683683153
466,caxito,-8.5785,13.6643,23.11,98,5,1.14,AO,1683683153
467,tshabong,-26.05,22.45,15.32,38,0,3.61,BW,1683683153
468,inongo,-1.95,18.2667,21.38,94,100,1.35,CD,1683683154
469,cidreira,-30.1811,-50.2056,16.71,81,0,2.07,BR,1683683154
470,saint-francois,46.4154,3.9054,10.38,95,97,4.62,FR,1683683154
471,fernley,39.608,-119.2518,17.48,17,100,1.34,US,1683683154
472,island harbour,50.724,-1.2758,12.21,92,97,2.24,GB,1683683009
473,shiraz,29.6036,52.5388,21.69,28,75,0.0,IR,1683683154
474,fort dix,40.0298,-74.6185,15.92,50,0,2.57,US,1683683155
475,sosnogorsk,63.6023,53.8817,0.64,92,100,1.91,RU,1683683155
476,paradip garh,20.3167,86.6167,30.94,63,73,4.87,IN,1683683155
477,tazacorte,28.629,-17.9293,20.54,78,0,7.2,ES,1683683155
478,remire-montjoly,4.9167,-52.2667,26.02,94,75,2.06,GF,1683683064
479,bay roberts,47.5999,-53.2648,4.63,76,21,5.36,CA,1683682942
480,chibougamau,49.9168,-74.3659,8.79,34,0,2.06,CA,1683683156
481,westport,41.1415,-73.3579,13.34,62,0,3.6,US,1683683156
482,sakaiminato,35.55,133.2333,20.96,37,40,2.06,JP,1683683156
483,merritt,50.1123,-120.7942,14.07,63,100,0.89,CA,1683683156
484,tionk essil,12.7856,-16.5217,27.03,55,100,5.15,SN,1683683156
485,paita,-5.0892,-81.1144,25.18,76,0,6.52,PE,1683683156
486,koz'modem'yansk,56.3367,46.5711,4.74,67,83,0.91,RU,1683683157
487,argo,37.6333,22.7333,16.55,85,99,2.36,GR,1683683157
488,amga,60.8953,131.9608,7.41,41,35,4.81,RU,1683682907
489,fortuna,40.5982,-124.1573,14.96,75,0,5.14,US,1683683157
490,rawlins,41.7911,-107.2387,16.94,19,0,4.12,US,1683683157
491,ceeldheer,3.8488,47.1806,25.76,86,96,6.58,SO,1683683158
492,bandon,51.7469,-8.7425,10.77,80,100,5.47,IE,1683683158
493,moranbah,-22.0016,148.0466,21.39,37,3,7.85,AU,1683683158
494,puerto yuca,2.9383,-73.2083,22.59,92,96,0.56,CO,1683683158
495,ulsteinvik,62.3432,5.8487,14.5,89,100,1.45,NO,1683683158
496,smithers,54.7804,-127.1743,21.18,18,20,3.6,CA,1683683159
497,noosa heads,-26.3833,153.15,22.41,67,35,7.81,AU,1683683159
498,puerto lempira,15.2667,-83.7667,26.3,82,1,4.41,HN,1683683159
499,loen,7.7601,168.2307,27.4,84,100,6.82,MH,1683683159
500,chegdomyn,51.1167,133.0167,13.23,36,30,1.94,RU,1683683159
501,williston,48.147,-103.618,20.41,77,34,5.44,US,1683682922
502,portland,45.5234,-122.6762,20.02,50,20,3.6,US,1683682561
503,amahai,-3.3333,128.9167,28.17,78,99,1.69,ID,1683683160
504,tazovsky,67.4667,78.7,-8.39,94,100,5.72,RU,1683682951
505,pamplona,42.8169,-1.6432,9.95,76,40,2.57,ES,1683682946
506,hotan,37.0997,79.9269,17.12,12,21,1.71,CN,1683683160
507,koubia,11.5833,-11.9,23.78,52,100,1.46,GN,1683683161
508,hovd,48.0056,91.6419,11.11,41,13,2.23,MN,1683683090
509,chandor,20.3333,74.25,28.73,32,10,2.08,IN,1683683161
510,funadhoo,6.15,73.2667,29.02,76,60,5.07,MV,1683683161
511,kyabe,9.4515,18.9449,28.6,57,100,4.06,TD,1683683161
512,port hedland,-20.3167,118.5667,26.03,13,47,8.23,AU,1683683162
513,tot'ma,59.9747,42.7642,5.11,72,75,1.51,RU,1683683162
514,tobruk,32.0836,23.9764,18.99,70,100,7.02,LY,1683683162
515,krasnokamensk,50.0979,118.0369,17.46,22,2,3.53,RU,1683683162
516,arno,60.1167,18.6333,6.55,65,95,4.51,SE,1683682892
517,lubang,13.8584,120.124,28.9,74,100,3.03,PH,1683683163
518,tosham,28.8833,75.9167,28.12,17,0,3.25,IN,1683683163
519,manokwari,-0.8667,134.0833,29.17,71,49,3.19,ID,1683683121
520,muli,2.9167,73.5667,27.8,78,90,5.2,MV,1683683012
521,coruripe,-10.1256,-36.1756,24.3,82,4,2.32,BR,1683683163
522,ivdel',60.6911,60.4206,7.44,69,100,4.02,RU,1683683164
523,mangochi,-14.4782,35.2645,17.34,83,6,2.67,MW,1683683164
524,lepsy,46.235,78.9456,20.21,25,94,2.88,KZ,1683683164
525,gurupa,-1.405,-51.64,23.8,98,96,1.11,BR,1683683164
526,ebon,4.582,168.6964,28.37,80,71,6.4,MH,1683683164
527,wagar,16.1525,36.2032,25.42,36,90,4.13,SD,1683683165
528,utrik,11.2278,169.8474,27.47,78,98,7.01,MH,1683683036
529,goure,13.9835,10.2704,24.66,10,93,0.58,NE,1683683165
530,knyaze-volkonskoye,48.4642,135.4567,10.19,41,89,6.28,RU,1683683165
531,choyr,46.3611,108.3611,12.07,53,100,3.16,MN,1683683165
532,gremda,34.75,10.7833,17.11,88,20,2.57,TN,1683683166
533,altamont,42.2068,-121.7372,13.76,38,40,1.54,US,1683683166
534,cabrobo,-8.5142,-39.31,25.26,66,100,5.02,BR,1683683166
535,fortaleza,-3.7227,-38.5247,28.07,78,0,2.06,BR,1683683047
536,chinde,26.8418,88.0763,23.74,28,0,1.0,NP,1683683166
537,preobrazheniye,42.9019,133.9064,11.78,43,2,1.44,RU,1683683167
538,ust'-ilimsk,58.0006,102.6619,2.79,85,100,3.53,RU,1683683018
539,clearwater,27.9659,-82.8001,26.13,75,0,4.02,US,1683683123
540,nadi,-17.8,177.4167,29.0,61,20,4.63,FJ,1683683167
541,santa maria huatulco,15.8436,-96.3267,28.81,63,30,2.1,MX,1683683167
542,junin,-34.5838,-60.9433,11.61,86,72,1.04,AR,1683683168
543,bazar-korgon,41.0376,72.7459,17.07,40,0,2.54,KG,1683683168
544,tianshui,34.5439,105.6897,11.41,65,98,5.48,CN,1683683168
545,taco pozo,-25.6167,-63.2833,16.33,62,21,2.27,AR,1683683168
546,newman,37.3138,-121.0208,23.19,52,86,4.02,US,1683683072
547,zhangye,38.9342,100.4517,15.07,18,100,4.25,CN,1683683169
548,lakatoro,-16.0999,167.4164,28.3,62,21,3.04,VU,1683683169
549,lospalos,-8.5186,127.0025,26.19,72,84,6.02,TL,1683683169
550,aktau,43.65,51.2,12.32,85,71,4.04,KZ,1683683162
551,teluknaga,-6.0989,106.6381,30.1,77,20,2.57,ID,1683683169
552,taksimo,56.3444,114.8794,15.02,48,17,0.93,RU,1683683013
553,maloye ganyushkino,46.6,49.2667,11.32,79,0,5.11,KZ,1683683170
554,nyandoma,61.669,40.1991,5.55,83,100,2.25,RU,1683683170
555,menaka,15.9182,2.4022,31.13,10,50,0.92,ML,1683683170
556,charlottetown,46.2352,-63.1267,5.29,53,100,2.57,CA,1683683004
557,valdovino,43.6094,-8.1115,13.5,80,54,2.16,ES,1683683171
558,lawas,13.764,121.0566,29.99,69,97,2.8,PH,1683683171
559,dungannon,54.5034,-6.7672,9.73,97,100,4.95,GB,1683683171
560,koulikoro,14.0,-7.75,27.97,36,91,3.98,ML,1683683171
561,orchard homes,46.8633,-114.0484,11.44,83,100,3.6,US,1683683171
562,serra talhada,-7.9919,-38.2983,21.52,89,100,2.56,BR,1683683172
563,itamaraca,-7.7478,-34.8256,28.03,85,100,2.95,BR,1683683172
564,pontes e lacerda,-15.2261,-59.3353,20.63,99,100,1.49,BR,1683683172
565,yuzhno-kurilsk,44.0306,145.8556,6.52,93,100,3.49,RU,1683683172
566,nicoya,10.1483,-85.452,28.03,62,68,0.77,CR,1683682918
567,eaglehawk,-36.7333,144.25,15.87,55,0,2.24,AU,1683683173
568,hirara,24.8,125.2833,24.92,64,40,5.14,JP,1683682948
569,kiunga,-6.1219,141.2906,27.28,85,98,0.5,PG,1683683173
